date,air_pressure,water_vapor_pressure,relative_air_humidity,specific_air_humidity,average_cloud_cover,temperature,wind_speed,downfall,cloudy_weather
datetime64[ns],object,float64,float64,float64,float64,float64,float64,float64,float64
2004-09-23 00:00:00,971.8,10.6,91.0,6.8,,9.5,4.6,19.6,
2004-09-24 00:00:00,981.6,10.4,85.0,6.6,,9.8,6.2,10.1,
2004-09-25 00:00:00,988.9,8.0,75.0,5.1,,8.2,6.2,2.6,
2004-09-26 00:00:00,985.9,9.4,70.0,5.9,,10.3,4.1,1.6,
2004-09-27 00:00:00,975,10.1,81.0,6.5,,9.3,9.3,1.9,
2004-09-28 00:00:00,987.3,10.1,87.0,6.4,,9.0,7.2,20.1,
2004-09-29 00:00:00,1000.4,9.7,82.0,6.1,,9.7,3.1,2.6,
2004-09-30 00:00:00,1006.8,8.2,88.0,5.1,,6.6,2.6,0.0,
2004-10-01 00:00:00,1006.1,7.7,85.0,4.8,,6.6,2.6,,
2004-10-02 00:00:00,997.8,6.7,51.0,4.2,,10.4,11.3,0.0,
2004-10-03 00:00:00,995.5,8.0,59.0,5.0,,11.1,8.7,0.0,
2004-10-04 00:00:00,985.3,8.2,57.0,5.2,,11.6,7.7,0.0,
2004-10-05 00:00:00,983.1,7.2,63.0,4.6,,9.4,8.2,0.4,
2004-10-06 00:00:00,981.9,8.1,68.0,5.1,,9.5,3.1,0.0,
2004-10-07 00:00:00,988.4,8.2,91.0,5.2,,5.4,2.6,0.0,
2004-10-08 00:00:00,999.8,6.3,71.0,3.9,,5.7,4.1,0.9,
2004-10-09 00:00:00,1002.6,7.7,76.0,4.8,,5.6,4.6,0.2,
2004-10-10 00:00:00,1010.2,7.1,83.0,4.4,,4.4,2.6,4.6,
2004-10-11 00:00:00,1013.2,6.4,76.0,3.9,,4.5,3.1,0.0,
2004-10-12 00:00:00,1011.1,5.9,63.0,3.6,,5.9,3.6,0.0,
2004-10-13 00:00:00,1002.2,4.8,55.0,3.0,,5.3,5.1,0.0,
2004-10-14 00:00:00,996.9,5.4,61.0,3.4,,6.1,5.7,0.0,
2004-10-15 00:00:00,994.9,6.0,62.0,3.7,,6.1,5.7,0.0,
2004-10-16 00:00:00,993.2,6.8,73.0,4.3,,5.9,4.6,0.0,
2004-10-17 00:00:00,991.1,6.9,71.0,4.4,,6.9,4.1,0.0,
2004-10-18 00:00:00,987.9,6.4,69.0,4.1,,5.8,4.6,0.0,
2004-10-19 00:00:00,995.5,7.0,75.0,4.4,,6.0,3.1,0.0,
2004-10-20 00:00:00,994.8,6.6,70.0,4.2,,5.8,3.1,0.0,
2004-10-21 00:00:00,979.8,6.6,58.0,4.2,,7.5,7.7,0.2,
2004-10-22 00:00:00,974.7,7.0,67.0,4.5,,6.9,6.2,9.7,
2004-10-23 00:00:00,979.6,6.4,80.0,4.1,,3.3,3.6,0.0,
2004-10-24 00:00:00,983.8,6.0,78.0,3.8,,2.7,3.1,0.0,
2004-10-25 00:00:00,978.9,6.0,71.0,3.8,,4.3,5.1,0.0,
2004-10-26 00:00:00,982.6,7.0,79.0,4.4,,5.0,6.2,0.6,
2004-10-27 00:00:00,990.6,6.6,77.0,4.1,,4.2,6.7,0.8,
2004-10-28 00:00:00,994.9,5.8,78.0,3.6,,3.1,5.1,10.1,
2004-10-29 00:00:00,994.1,4.7,50.0,3.0,,4.6,4.6,0.0,
2004-10-30 00:00:00,996.1,5.6,60.0,3.5,,6.2,4.1,0.0,
2004-10-31 00:00:00,990,6.3,69.0,4.0,,5.2,9.3,0.0,
2004-11-01 00:00:00,1002,6.7,85.0,4.1,,3.5,6.2,,
2004-11-02 00:00:00,1008.1,7.2,80.0,4.5,,5.1,4.6,1.4,
2004-11-03 00:00:00,1000.7,5.6,70.0,3.5,,2.4,4.6,0.0,
2004-11-04 00:00:00,986.6,6.7,63.0,4.3,,8.0,8.7,0.0,
2004-11-05 00:00:00,983.6,7.3,87.0,4.6,,4.3,8.7,14.8,
2004-11-06 00:00:00,1001.4,8.0,81.0,5.0,,6.3,6.2,3.9,
2004-11-07 00:00:00,996.9,6.6,86.0,4.1,,3.5,4.1,0.4,
2004-11-08 00:00:00,999.5,8.6,88.0,5.4,,6.4,4.1,5.0,
2004-11-09 00:00:00,994.8,6.7,76.0,4.2,,5.2,3.6,0.0,
2004-11-10 00:00:00,999.8,5.5,70.0,3.4,,4.0,5.1,0.0,
2004-11-11 00:00:00,984.2,6.8,74.0,4.3,,4.7,5.7,0.0,
2004-11-12 00:00:00,972,6.1,90.0,3.9,,2.0,8.2,15.2,
2004-11-13 00:00:00,993.1,6.3,81.0,3.9,,2.8,11.3,18.2,
2004-11-14 00:00:00,984.8,6.6,80.0,4.2,,3.2,8.7,5.8,
2004-11-15 00:00:00,976.9,5.7,79.0,3.7,,2.0,15.4,33.1,
2004-11-16 00:00:00,991.1,5.2,83.0,3.3,,-0.8,9.3,12.4,
2004-11-17 00:00:00,984.1,4.0,81.0,2.5,,-2.8,7.2,15.1,
2004-11-18 00:00:00,978.6,4.0,87.0,2.5,,-3.7,5.1,2.5,
2004-11-19 00:00:00,981.4,4.9,94.0,3.1,,-2.2,5.7,5.2,
2004-11-20 00:00:00,991.9,5.2,92.0,3.3,,-1.5,4.6,10.1,
2004-11-21 00:00:00,997.2,4.8,88.0,3.0,,-2.3,4.6,2.7,
2004-11-22 00:00:00,983.9,3.1,81.0,1.9,,-6.9,4.6,0.4,
2004-11-23 00:00:00,1006.4,4.1,87.0,2.5,,-3.3,4.1,0.0,
2004-11-24 00:00:00,994.1,6.1,85.0,3.9,,1.4,7.7,0.0,
2004-11-25 00:00:00,1002.1,5.0,80.0,3.1,,0.5,5.7,15.6,
2004-11-26 00:00:00,996.8,3.0,63.0,1.9,,-3.2,4.6,0.0,
2004-11-27 00:00:00,991.6,4.1,76.0,2.6,,-2.3,7.2,0.0,
2004-11-28 00:00:00,995.8,4.2,90.0,2.6,,-3.6,3.6,4.0,
2004-11-29 00:00:00,992.8,4.0,88.0,2.5,,-4.5,3.1,0.4,
2004-11-30 00:00:00,985.9,6.3,91.0,4.0,,1.8,3.6,7.3,
2004-12-01 00:00:00,988.3,5.7,77.0,3.6,,2.4,5.1,,
2004-12-02 00:00:00,989.7,3.9,87.0,2.4,,-3.5,4.1,0.2,
2004-12-03 00:00:00,989.2,4.4,80.0,2.7,,-0.6,5.7,0.2,
2004-12-04 00:00:00,988,6.3,86.0,4.0,,2.9,5.7,6.9,
2004-12-05 00:00:00,983.2,7.0,87.0,4.5,,4.4,6.2,9.1,
2004-12-06 00:00:00,989.1,6.5,81.0,4.1,,3.3,5.1,7.0,
2004-12-07 00:00:00,980.9,6.7,81.0,4.2,,3.8,9.8,3.0,
2004-12-08 00:00:00,1003.2,6.3,80.0,3.9,,4.0,11.3,15.7,
2004-12-09 00:00:00,1000.9,7.2,88.0,4.5,,3.7,4.6,2.6,
2004-12-10 00:00:00,996.2,6.4,96.0,4.0,,1.4,2.6,2.9,
2004-12-11 00:00:00,997.3,6.4,82.0,4.0,,3.3,7.7,2.1,
2004-12-12 00:00:00,1002.6,7.6,88.0,4.7,,4.6,5.1,19.0,
2004-12-13 00:00:00,1004.6,7.3,86.0,4.5,,4.7,5.1,26.3,
2004-12-14 00:00:00,981.1,5.7,53.0,3.7,,6.5,10.3,0.0,
2004-12-15 00:00:00,979.9,6.1,78.0,3.9,,2.9,6.7,1.9,
2004-12-16 00:00:00,967.6,5.0,55.0,3.3,,4.8,8.2,4.4,
2004-12-17 00:00:00,952.2,5.2,65.0,3.4,,3.9,6.2,0.0,
2004-12-18 00:00:00,973,5.0,92.0,3.2,,-1.3,5.7,3.6,
2004-12-19 00:00:00,982,4.8,93.0,3.0,,-2.8,4.6,11.9,
2004-12-20 00:00:00,993.6,4.1,85.0,2.5,,-3.8,4.6,7.4,
2004-12-21 00:00:00,990.8,2.8,73.0,1.8,,-5.8,5.1,2.5,
2004-12-22 00:00:00,957,5.2,69.0,3.3,,1.7,14.4,0.0,
2004-12-23 00:00:00,954.5,4.5,79.0,2.9,,-1.5,7.7,7.2,
2004-12-24 00:00:00,962.7,3.4,78.0,2.2,,-4.3,8.2,6.3,
2004-12-25 00:00:00,971.6,2.6,76.0,1.7,,-6.6,5.7,0.8,
2004-12-26 00:00:00,987.8,2.5,60.0,1.6,,-6.4,5.7,0.0,
2004-12-27 00:00:00,982.5,4.7,68.0,3.0,,0.9,6.7,0.0,
2004-12-28 00:00:00,973.3,5.0,54.0,3.2,,4.4,11.8,1.9,
2004-12-29 00:00:00,986.4,4.1,62.0,2.6,,1.7,7.2,0.4,
2004-12-30 00:00:00,975.5,5.9,78.0,3.7,,3.3,11.3,8.0,
2004-12-31 00:00:00,991,4.5,65.0,2.8,,1.8,10.3,6.5,
2005-01-01 00:00:00,979,4.3,50.0,,,4.0,6.2,,
2005-01-02 00:00:00,961.6,5.1,81.0,,,0.6,9.8,3.5,
2005-01-03 00:00:00,977,5.0,67.0,,,1.9,12.3,9.2,
2005-01-04 00:00:00,975.6,5.2,76.0,,,0.9,11.3,2.6,
2005-01-05 00:00:00,978.6,4.5,70.0,,,0.9,7.2,5.0,
2005-01-06 00:00:00,976.6,4.8,64.0,,,2.0,9.3,0.0,
2005-01-07 00:00:00,964.2,6.1,76.0,,,3.2,13.4,0.4,
2005-01-08 00:00:00,958.4,5.0,70.0,,,2.1,9.3,4.1,
2005-01-09 00:00:00,972.5,5.6,87.0,,,0.9,7.2,8.9,
2005-01-10 00:00:00,963.3,5.8,74.0,,,3.9,6.7,1.0,
2005-01-11 00:00:00,981.1,5.6,74.0,,,2.2,16.5,0.7,
2005-01-12 00:00:00,961.6,4.8,53.0,,,5.7,10.8,2.2,
2005-01-13 00:00:00,978.8,6.3,81.0,,,3.2,7.7,0.7,
2005-01-14 00:00:00,1005.5,4.7,74.0,,,0.1,7.2,6.3,
2005-01-15 00:00:00,1001.1,4.7,83.0,,,-1.2,3.6,0.6,
2005-01-16 00:00:00,983.9,6.3,85.0,,,2.9,7.2,11.6,
2005-01-17 00:00:00,971.7,6.1,68.0,,,4.9,9.3,0.3,
2005-01-18 00:00:00,966.4,5.7,87.0,,,0.8,4.1,0.0,
2005-01-19 00:00:00,971.9,3.5,59.0,,,-0.4,5.7,1.4,
2005-01-20 00:00:00,958.7,4.2,70.0,,,0.4,7.7,0.0,
2005-01-21 00:00:00,972.3,5.3,92.0,,,-0.5,5.1,0.5,
2005-01-22 00:00:00,988,4.9,83.0,,,0.0,7.7,5.2,
2005-01-23 00:00:00,994,5.0,93.0,,,-1.8,5.1,8.4,
2005-01-24 00:00:00,1012,4.7,82.0,,,-1.1,4.1,5.6,
2005-01-25 00:00:00,1013.8,3.7,87.0,,,-4.4,3.6,1.1,
2005-01-26 00:00:00,1009.8,5.7,84.0,,,1.1,5.1,3.0,
2005-01-27 00:00:00,999.1,6.9,90.0,,,2.9,5.1,1.7,
2005-01-28 00:00:00,999.3,6.9,90.0,,,3.0,5.1,5.6,
2005-01-29 00:00:00,994.5,6.5,81.0,,,3.8,6.2,2.7,
2005-01-30 00:00:00,981.9,6.2,75.0,,,3.9,12.3,6.9,
2005-01-31 00:00:00,983.8,5.6,82.0,,,2.0,11.3,17.2,
2005-02-01 00:00:00,998.8,,89.0,,,0.9,7.2,,
2005-02-02 00:00:00,1001.9,,85.0,,,3.4,7.2,22.6,
2005-02-03 00:00:00,1004.1,,77.0,,,4.0,5.7,2.6,
2005-02-04 00:00:00,995.8,,62.0,,,5.2,9.8,1.2,
2005-02-05 00:00:00,999.2,,91.0,,,1.4,3.6,0.9,
2005-02-06 00:00:00,1011.5,,90.0,,,-0.8,3.6,1.7,
2005-02-07 00:00:00,1009,,73.0,,,-0.4,6.7,0.0,
2005-02-08 00:00:00,1001.6,,46.0,,,1.1,11.3,0.0,
2005-02-09 00:00:00,988,,48.0,,,2.4,14.4,0.0,
2005-02-10 00:00:00,969.5,,68.0,,,2.2,12.3,0.0,
2005-02-11 00:00:00,982.8,,92.0,,,-0.8,9.3,5.1,
2005-02-12 00:00:00,976.7,,88.0,,,-1.4,7.2,5.8,
2005-02-13 00:00:00,982.9,,85.0,,,-1.3,2.6,0.0,
2005-02-14 00:00:00,999.5,,79.0,,,-4.8,3.6,0.0,
2005-02-15 00:00:00,1012.7,,82.0,,,-8.9,3.6,0.0,
2005-02-16 00:00:00,1003.1,,63.0,,,-3.5,3.1,0.0,
2005-02-17 00:00:00,997.7,,80.0,,,0.8,6.7,0.3,
2005-02-18 00:00:00,977,,66.0,,,3.3,6.7,2.9,
2005-02-19 00:00:00,987.7,,76.0,,,1.5,5.1,0.5,
2005-02-20 00:00:00,998.4,,87.0,,,0.0,4.1,4.7,
2005-02-21 00:00:00,1012.7,,78.0,,,-2.9,3.6,0.2,
2005-02-22 00:00:00,1020.1,,69.0,,,-7.7,3.6,0.0,
2005-02-23 00:00:00,1021.3,,60.0,,,-7.7,4.1,0.0,
2005-02-24 00:00:00,1015.5,,71.0,,,-7.2,2.6,0.0,
2005-02-25 00:00:00,1011.4,,78.0,,,-2.9,4.6,0.0,
2005-02-26 00:00:00,1013.2,,70.0,,,-3.0,4.1,1.5,
2005-02-27 00:00:00,1009.4,,89.0,,,-2.7,4.6,0.0,
2005-02-28 00:00:00,992.4,,81.0,,,-2.5,4.1,2.2,
2005-03-01 00:00:00,992.4,,64.0,,,-10.3,4.1,,
2005-03-02 00:00:00,992.5,,56.0,,,-10.2,3.6,0.0,
2005-03-03 00:00:00,991.2,,68.0,,,-1.6,5.7,0.9,
2005-03-04 00:00:00,981.1,,52.0,,,1.6,6.2,0.5,
2005-03-05 00:00:00,1000.2,,70.0,,,-1.8,3.6,0.0,
2005-03-06 00:00:00,1000.1,,82.0,,,2.3,6.2,0.0,
2005-03-07 00:00:00,1000.1,,86.0,,,2.7,5.7,2.6,
2005-03-08 00:00:00,1003.1,,66.0,,,1.0,3.6,1.1,
2005-03-09 00:00:00,1008.7,,79.0,,,0.7,5.1,0.3,
2005-03-10 00:00:00,991,,69.0,,,3.9,5.7,2.1,
2005-03-11 00:00:00,972.4,,78.0,,,1.0,6.7,2.8,
2005-03-12 00:00:00,983.5,,46.0,,,-5.5,4.6,5.7,
2005-03-13 00:00:00,982.5,,47.0,,,-6.8,4.1,0.0,
2005-03-14 00:00:00,983.4,,55.0,,,-4.2,5.1,0.0,
2005-03-15 00:00:00,993.3,,71.0,,,-2.0,4.6,0.7,
2005-03-16 00:00:00,987.1,,57.0,,,-1.9,4.6,0.0,
2005-03-17 00:00:00,988.1,,68.0,,,-1.0,4.1,0.0,
2005-03-18 00:00:00,1004.9,,70.0,,,-2.7,4.6,0.3,
2005-03-19 00:00:00,1014.6,,51.0,,,-5.4,4.1,0.0,
2005-03-20 00:00:00,1010.1,,86.0,,,-4.6,2.6,1.2,
2005-03-21 00:00:00,1002.1,,88.0,,,0.8,2.6,1.6,
2005-03-22 00:00:00,997,,85.0,,,3.8,3.1,0.3,
2005-03-23 00:00:00,992.3,,61.0,,,6.8,2.1,0.0,
2005-03-24 00:00:00,999.6,,78.0,,,6.8,4.6,0.4,
2005-03-25 00:00:00,1002.2,,78.0,,,5.8,3.1,0.0,
2005-03-26 00:00:00,1002.6,,85.0,,,3.7,2.6,0.0,
2005-03-27 00:00:00,1004.8,,83.0,,,2.7,2.1,0.0,
2005-03-28 00:00:00,1007.7,,83.0,,,4.0,3.1,0.0,
2005-03-29 00:00:00,1012.4,,69.0,,,4.8,4.1,0.0,
2005-03-30 00:00:00,1014.8,,65.0,,,4.1,3.1,0.0,
2005-03-31 00:00:00,1015.7,,72.0,,,3.0,3.1,0.0,
2005-04-01 00:00:00,1008.7,5.4,67.0,3.3,,3.1,3.6,,
2005-04-02 00:00:00,1004.9,7.2,69.0,4.5,,6.5,3.6,0.0,
2005-04-03 00:00:00,1003.6,7.3,68.0,4.6,,7.6,4.6,1.1,
2005-04-04 00:00:00,991.2,6.2,60.0,3.9,,8.1,7.2,0.0,
2005-04-05 00:00:00,983.7,5.8,79.0,3.7,,4.2,7.2,2.9,
2005-04-06 00:00:00,984.8,4.5,52.0,2.8,,4.8,6.2,2.0,
2005-04-07 00:00:00,973.5,6.4,71.0,4.1,,5.8,7.7,0.5,
2005-04-08 00:00:00,980.9,5.4,70.0,3.5,,3.2,5.1,4.6,
2005-04-09 00:00:00,991.3,4.0,61.0,2.5,,0.9,4.1,0.6,
2005-04-10 00:00:00,987.1,6.0,78.0,3.8,,2.8,9.8,0.0,
2005-04-11 00:00:00,989.2,7.0,83.0,4.4,,3.9,9.8,4.6,
2005-04-12 00:00:00,983.7,7.4,78.0,4.7,,5.7,6.7,11.7,
2005-04-13 00:00:00,984.4,4.3,46.0,2.7,,6.9,5.7,4.1,
2005-04-14 00:00:00,992.7,5.4,63.0,3.4,,4.8,6.2,0.0,
2005-04-15 00:00:00,1000.3,5.8,67.0,3.6,,4.5,3.6,0.0,
2005-04-16 00:00:00,1004.5,5.6,64.0,3.5,,4.9,5.1,0.0,
2005-04-17 00:00:00,997.8,5.4,51.0,3.4,,6.9,5.7,0.0,
2005-04-18 00:00:00,997.5,4.6,47.0,2.8,,6.4,6.2,0.0,
2005-04-19 00:00:00,1001.7,4.0,50.0,2.5,,4.6,3.6,0.0,
2005-04-20 00:00:00,1007.4,5.0,63.0,3.1,,3.4,4.6,0.0,
2005-04-21 00:00:00,1003.3,6.1,74.0,3.8,,4.4,5.1,0.0,
2005-04-22 00:00:00,1003.3,5.2,65.0,3.2,,4.2,4.1,0.0,
2005-04-23 00:00:00,1004.8,5.0,60.0,3.1,,4.3,3.6,0.0,
2005-04-24 00:00:00,1004.9,5.5,61.0,3.4,,5.2,3.1,0.0,
2005-04-25 00:00:00,1005.6,5.7,58.0,3.5,,6.3,3.1,0.0,
2005-04-26 00:00:00,1005.4,5.2,49.0,3.2,,8.1,3.1,0.0,
2005-04-27 00:00:00,1002.3,6.0,51.0,3.8,,9.5,4.1,0.0,
2005-04-28 00:00:00,1004.2,4.6,37.0,2.9,,10.4,4.1,0.0,
2005-04-29 00:00:00,999.5,5.7,43.0,3.5,,10.4,11.8,0.0,
2005-04-30 00:00:00,995,6.1,46.0,3.8,,11.3,7.2,0.0,
2005-05-01 00:00:00,997.4,7.2,64.0,4.5,,7.2,5.1,0.0,
2005-05-02 00:00:00,990.2,7.9,61.0,5.0,,10.0,8.2,0.3,
2005-05-03 00:00:00,991.9,10.1,86.0,6.3,,9.2,2.6,1.5,
2005-05-04 00:00:00,993.3,6.5,72.0,4.1,,4.6,7.2,2.3,
2005-05-05 00:00:00,985.8,6.5,79.0,4.1,,3.7,4.6,3.3,
2005-05-06 00:00:00,983.3,6.6,76.0,4.2,,5.0,3.6,6.4,
2005-05-07 00:00:00,979.1,5.9,61.0,3.8,,6.5,3.1,0.7,
2005-05-08 00:00:00,984.5,6.5,66.0,4.1,,7.1,3.6,0.0,
2005-05-09 00:00:00,990.5,6.9,70.0,4.4,,6.4,4.1,0.0,
2005-05-10 00:00:00,999.5,7.2,71.0,4.5,,6.7,4.6,0.8,
2005-05-11 00:00:00,1000.2,6.6,74.0,4.1,,5.5,4.6,0.4,
2005-05-12 00:00:00,1005.5,6.3,70.0,3.9,,5.8,8.7,0.6,
2005-05-13 00:00:00,1010.8,6.4,65.0,3.9,,5.6,6.7,3.0,
2005-05-14 00:00:00,1000.6,6.8,71.0,4.2,,5.8,8.2,0.7,
2005-05-15 00:00:00,996,6.1,85.0,3.8,,2.1,5.7,6.0,
2005-05-16 00:00:00,991.1,6.1,84.0,3.8,,2.9,5.1,2.8,
2005-05-17 00:00:00,991.5,6.1,72.0,3.8,,4.2,5.1,0.7,
2005-05-18 00:00:00,995.8,5.6,62.0,3.5,,5.5,4.6,0.0,
2005-05-19 00:00:00,1001.5,6.6,75.0,4.1,,4.3,6.7,0.0,
2005-05-20 00:00:00,998.8,6.8,57.0,4.3,,8.6,6.2,0.6,
2005-05-21 00:00:00,989.3,8.4,59.0,5.3,,11.9,9.3,0.0,
2005-05-22 00:00:00,991,9.5,67.0,6.0,,11.6,5.7,0.0,
2005-05-23 00:00:00,994.2,8.4,53.0,5.3,,13.5,6.2,0.0,
2005-05-24 00:00:00,994.4,8.5,67.0,5.3,,10.7,5.1,3.2,
2005-05-25 00:00:00,999.4,8.1,66.0,5.0,,9.9,5.1,0.0,
2005-05-26 00:00:00,985.9,9.7,67.0,6.2,,11.6,5.7,0.0,
2005-05-27 00:00:00,994.7,7.5,76.0,4.7,,5.6,11.8,1.6,
2005-05-28 00:00:00,1000.9,6.5,66.0,4.0,,6.3,6.7,5.1,
2005-05-29 00:00:00,992,8.1,71.0,5.1,,8.9,5.7,0.0,
2005-05-30 00:00:00,1002.1,6.5,62.0,4.1,,6.6,3.6,1.8,
2005-05-31 00:00:00,1004,6.7,69.0,4.1,,6.2,4.6,3.4,
2005-06-01 00:00:00,1002.1,5.9,64.0,,,6.8,4.6,0.0,
2005-06-02 00:00:00,996.4,6.7,58.0,,,8.5,3.6,0.0,
2005-06-03 00:00:00,990.4,6.6,52.0,,,11.0,4.1,0.0,
2005-06-04 00:00:00,987,10.6,73.0,,,11.5,4.1,0.1,
2005-06-05 00:00:00,992.6,6.5,74.0,,,7.1,5.1,1.6,
2005-06-06 00:00:00,998.7,7.1,75.0,,,5.7,7.2,1.8,
2005-06-07 00:00:00,1011.8,8.1,81.0,,,6.2,6.7,4.7,
2005-06-08 00:00:00,1012.1,10.7,80.0,,,8.8,5.1,1.6,
2005-06-09 00:00:00,1000.9,10.8,70.0,,,12.5,6.2,1.5,
2005-06-10 00:00:00,996.6,7.7,73.0,,,6.5,9.8,3.2,
2005-06-11 00:00:00,996.5,8.3,71.0,,,8.9,6.7,2.8,
2005-06-12 00:00:00,991.6,10.2,69.0,,,12.7,8.2,0.0,
2005-06-13 00:00:00,993,7.3,50.0,,,13.0,6.7,0.0,
2005-06-14 00:00:00,996.9,8.3,52.0,,,14.5,8.7,3.9,
2005-06-15 00:00:00,1000.5,8.3,43.0,,,17.2,8.7,0.0,
2005-06-16 00:00:00,999.8,10.0,45.0,,,18.8,6.7,0.0,
2005-06-17 00:00:00,1000.5,9.7,79.0,,,12.3,5.7,0.0,
2005-06-18 00:00:00,1009.9,9.5,77.0,,,10.3,4.6,5.5,
2005-06-19 00:00:00,1004.3,11.9,67.0,,,13.9,3.6,0.3,
2005-06-20 00:00:00,997.2,14.6,84.0,,,15.5,3.6,0.0,
2005-06-21 00:00:00,996.9,12.4,85.0,,,12.8,4.1,0.6,
2005-06-22 00:00:00,997.2,11.7,85.0,,,12.6,3.6,18.7,
2005-06-23 00:00:00,994.3,13.9,85.0,,,13.7,4.1,4.2,
2005-06-24 00:00:00,998.5,9.1,79.0,,,10.6,11.8,4.4,
2005-06-25 00:00:00,1001.5,9.2,86.0,,,8.5,5.1,1.4,
2005-06-26 00:00:00,1002.2,9.9,80.0,,,10.1,5.7,2.6,
2005-06-27 00:00:00,992.2,9.7,79.0,,,9.3,10.3,2.0,
2005-06-28 00:00:00,997.1,9.4,89.0,,,7.7,6.7,9.1,
2005-06-29 00:00:00,1000.8,8.6,69.0,,,9.9,4.1,3.4,
2005-06-30 00:00:00,996.3,9.9,54.0,,,16.0,4.1,0.0,
2005-07-01 00:00:00,997.6,10.3,44.0,6.4,,20.4,3.5,0.0,
2005-07-02 00:00:00,1001.6,11.7,60.0,7.3,,17.4,5.3,1.6,
2005-07-03 00:00:00,1001.2,11.3,53.0,7.0,,19.7,6.3,0.8,
2005-07-04 00:00:00,999.1,11.8,46.0,7.4,,21.6,6.3,0.1,
2005-07-05 00:00:00,996.2,9.9,37.0,6.2,,23.1,6.2,0.0,
2005-07-06 00:00:00,996.8,13.4,59.0,8.4,,19.7,5.3,0.1,
2005-07-07 00:00:00,999.3,13.4,60.0,8.4,,19.7,4.5,0.2,
2005-07-08 00:00:00,1005.3,14.5,79.0,9.0,,16.4,4.1,0.6,
2005-07-09 00:00:00,1008.2,13.4,69.0,8.3,,17.6,4.5,0.8,
2005-07-10 00:00:00,1011.5,13.3,75.0,8.2,,15.7,3.8,0.5,
2005-07-11 00:00:00,1014.7,13.5,73.0,8.3,,16.3,3.2,0.7,
2005-07-12 00:00:00,1008.2,14.8,81.0,9.2,,16.1,5.6,0.5,
2005-07-13 00:00:00,1001.5,10.8,79.0,6.7,,11.5,6.2,10.0,
2005-07-14 00:00:00,996.5,11.2,72.0,7.0,,13.9,3.6,0.1,
2005-07-15 00:00:00,993.1,12.8,77.0,8.1,,14.9,3.5,0.9,
2005-07-16 00:00:00,994.1,11.7,78.0,7.4,,13.0,4.0,1.0,
2005-07-17 00:00:00,993.9,12.0,75.0,7.5,,14.2,3.6,0.6,
2005-07-18 00:00:00,991.1,14.3,68.0,9.0,,18.7,3.7,0.7,
2005-07-19 00:00:00,986.8,14.1,60.0,9.0,,20.5,4.7,0.4,
2005-07-20 00:00:00,986.9,14.9,84.0,9.4,,15.7,3.7,0.4,
2005-07-21 00:00:00,992.7,14.6,91.0,9.2,,14.1,3.6,2.5,
2005-07-22 00:00:00,995.2,12.7,88.0,8.0,,12.4,4.2,1.5,
2005-07-23 00:00:00,990.5,9.9,76.0,6.3,,11.0,4.6,0.6,
2005-07-24 00:00:00,986.7,11.2,84.0,7.1,,11.3,3.5,0.3,
2005-07-25 00:00:00,986.6,12.3,81.0,7.8,,13.3,2.9,1.4,
2005-07-26 00:00:00,989.1,11.9,75.0,7.5,,14.2,3.1,0.3,
2005-07-27 00:00:00,993.6,11.8,78.0,7.4,,13.2,4.2,0.3,
2005-07-28 00:00:00,999.7,10.5,71.0,6.5,,12.9,3.5,,
2005-07-29 00:00:00,1002.4,9.9,71.0,6.2,,12.1,3.5,0.1,
2005-07-30 00:00:00,999.5,10.3,75.0,6.4,,11.8,4.3,0.8,
2005-07-31 00:00:00,995.8,10.6,69.0,6.6,,13.5,4.0,0.3,
2005-08-01 00:00:00,997.2,8.3,64.0,,,12.1,4.2,,
2005-08-02 00:00:00,999.9,9.1,65.0,,,11.8,4.1,0.0,
2005-08-03 00:00:00,994,12.8,77.0,,,12.5,4.1,0.0,
2005-08-04 00:00:00,991.5,11.7,79.0,,,13.2,3.6,8.6,
2005-08-05 00:00:00,990.6,11.2,85.0,,,12.0,5.1,3.6,
2005-08-06 00:00:00,995.2,12.9,83.0,,,12.6,4.1,7.8,
2005-08-07 00:00:00,996.5,14.3,84.0,,,14.0,5.7,13.5,
2005-08-08 00:00:00,997,11.1,68.0,,,15.8,3.6,17.4,
2005-08-09 00:00:00,996.8,13.6,74.0,,,15.1,3.1,0.0,
2005-08-10 00:00:00,990.1,14.0,85.0,,,14.5,4.1,0.7,
2005-08-11 00:00:00,986.1,12.8,85.0,,,13.4,4.6,5.2,
2005-08-12 00:00:00,990.1,10.9,86.0,,,12.0,5.7,0.3,
2005-08-13 00:00:00,995.9,10.3,79.0,,,11.2,4.1,2.8,
2005-08-14 00:00:00,998.8,10.7,74.0,,,12.4,2.6,0.0,
2005-08-15 00:00:00,997.4,11.8,76.0,,,12.1,3.6,0.0,
2005-08-16 00:00:00,996.9,10.8,82.0,,,10.5,6.7,0.0,
2005-08-17 00:00:00,1001.5,12.8,88.0,,,11.6,3.6,16.4,
2005-08-18 00:00:00,1000.4,15.7,91.0,,,14.3,2.6,4.5,
2005-08-19 00:00:00,1001.9,13.7,81.0,,,16.0,2.6,0.8,
2005-08-20 00:00:00,1006.1,13.4,90.0,,,12.6,3.1,0.4,
2005-08-21 00:00:00,1004.1,11.0,74.0,,,12.9,2.6,2.0,
2005-08-22 00:00:00,995.1,13.5,80.0,,,15.5,4.6,0.0,
2005-08-23 00:00:00,993.3,12.5,90.0,,,12.1,3.1,2.9,
